participant_id	stim_no	question_type	question_number	answer	correctanswer	is_correct
sub-07	4	memory	39	1	1	1
sub-07	4	memory	40	1	1	1
sub-07	4	memory	41	2	1	0
sub-07	4	memory	42	3	1	0
sub-07	4	memory	43	1	1	1
sub-07	4	memory	44	3	1	0
sub-07	4	memory	45	3	1	0
sub-07	4	memory	46	3	1	0
sub-07	4	memory	47	3	1	0
sub-07	5	memory	48	3	1	0
sub-07	5	memory	49	3	1	0
sub-07	5	memory	50	1	1	1
sub-07	5	memory	51	1	1	1
sub-07	5	memory	52	1	1	1
sub-07	5	memory	53	1	1	1
sub-07	5	memory	54	1	1	1
sub-07	5	memory	55	3	1	0
sub-07	5	memory	56	3	1	0
sub-07	5	memory	57	2	1	0
sub-07	5	memory	58	1	1	1
sub-07	5	memory	59	1	1	1
sub-08	1	domain	1	4	1	0
sub-08	1	domain	2	2	1	0
sub-08	1	domain	3	4	1	0
sub-08	1	domain	4	1	1	1
sub-08	1	domain	5	2	1	0
sub-08	1	domain	6	1	1	1
sub-08	1	domain	7	3	1	0
sub-08	1	domain	8	4	1	0
sub-08	1	domain	9	2	1	0
sub-08	1	domain	10	4	1	0
sub-08	1	domain	11	4	1	0
sub-08	2	domain	12	1	1	1
sub-08	2	domain	13	2	1	0
sub-08	2	domain	14	3	1	0
sub-08	2	domain	15	2	1	0
sub-08	2	domain	16	2	1	0
sub-08	2	domain	17	4	1	0
sub-08	2	domain	18	3	1	0
sub-08	2	domain	19	4	1	0
sub-08	2	domain	20	1	1	1
sub-08	2	domain	21	3	1	0
sub-08	3	domain	22	3	1	0
sub-08	3	domain	23	3	1	0
sub-08	3	domain	24	3	1	0
sub-08	3	domain	25	3	1	0
sub-08	3	domain	26	3	1	0
sub-08	3	domain	27	1	1	1
sub-08	3	domain	28	3	1	0
sub-08	3	domain	29	4	1	0
sub-08	3	domain	30	1	1	1
sub-08	4	domain	31	1	1	1
sub-08	4	domain	32	1	1	1
